id	arm	family	file	line	channel	severity	sink	class	WHAT	CONS	PREV	CAUSE	CONT	OVR	SC	text	note
F58-A171	A	command	src/interfaceModule/app_command_interface.cpp	4342	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error saving camera"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A172	A	command	src/interfaceModule/app_command_interface.cpp	4350	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'camera load' : missing file name"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A173	A	command	src/interfaceModule/app_command_interface.cpp	4357	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error loading CameraAnchor"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A174	A	command	src/interfaceModule/app_command_interface.cpp	4367	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'camera free_mode' : missing state"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A175	A	command	src/interfaceModule/app_command_interface.cpp	4381	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'camera descend' : missing coef"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A176	A	command	src/interfaceModule/app_command_interface.cpp	4394	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'camera lift_off' : missing altitude"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A177	A	command	src/interfaceModule/app_command_interface.cpp	4412	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	"command 'camera' : missing name"	names the missing/short element, which is a partial action (add THIS argument) but never its form or valid values; no consequence stated
F58-A178	A	command	src/interfaceModule/app_command_interface.cpp	4420	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error creating CameraAnchor"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A179	A	command	src/interfaceModule/app_command_interface.cpp	4428	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error drop CameraAnchor"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A180	A	command	src/interfaceModule/app_command_interface.cpp	4436	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error switch CameraAnchor"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A181	A	command	src/interfaceModule/app_command_interface.cpp	4447	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"error camera follow_rotation"	reports that an operation failed without naming a reason, a consequence or an action ('error <op>', 'Error loading X.')
F58-A182	A	command	src/interfaceModule/app_command_interface.cpp	4451	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"command 'camera' : unknown action argument"	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A183	A	command	src/interfaceModule/app_command_interface.cpp	4490	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	N	N	N	-	-	-	-	"Unexpected error in command_define"	an internal-assertion message with no user-facing content ('unexpected error in command_X', 'system error'): the reader learns nothing at all
F58-A184	A	command	src/interfaceModule/app_command_interface.cpp	4503	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	N	N	N	-	-	-	-	"unexpected error in command_addition"	an internal-assertion message with no user-facing content ('unexpected error in command_X', 'system error'): the reader learns nothing at all
F58-A185	A	command	src/interfaceModule/app_command_interface.cpp	4516	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	N	N	N	-	-	-	-	"unexpected error in command_substract"	an internal-assertion message with no user-facing content ('unexpected error in command_X', 'system error'): the reader learns nothing at all
F58-A186	A	command	src/interfaceModule/app_command_interface.cpp	4530	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	N	N	N	-	-	-	-	"unexpected error in command__multiply"	an internal-assertion message with no user-facing content ('unexpected error in command_X', 'system error'): the reader learns nothing at all
F58-A187	A	command	src/interfaceModule/app_command_interface.cpp	4543	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	N	N	N	-	-	-	-	"unexpected error in command__divide"	an internal-assertion message with no user-facing content ('unexpected error in command_X', 'system error'): the reader learns nothing at all
F58-A188	A	command	src/interfaceModule/app_command_interface.cpp	4556	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	N	N	N	-	-	-	-	"unexpected error in command__modulo"	an internal-assertion message with no user-facing content ('unexpected error in command_X', 'system error'): the reader learns nothing at all
F58-A189	A	command	src/interfaceModule/app_command_interface.cpp	4569	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	N	N	N	-	-	-	-	"unexpected error in command__tangent"	an internal-assertion message with no user-facing content ('unexpected error in command_X', 'system error'): the reader learns nothing at all
F58-A190	A	command	src/interfaceModule/app_command_interface.cpp	4582	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	N	N	N	-	-	-	-	"unexpected error in command__trunc"	an internal-assertion message with no user-facing content ('unexpected error in command_X', 'system error'): the reader learns nothing at all
F58-A191	A	command	src/interfaceModule/app_command_interface.cpp	4595	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	N	N	N	-	-	-	-	"unexpected error in command__sinus"	an internal-assertion message with no user-facing content ('unexpected error in command_X', 'system error'): the reader learns nothing at all
F58-A192	A	command	src/interfaceModule/app_command_interface.cpp	4723	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("unknown random parameter")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A193	A	command	src/interfaceModule/app_command_interface.cpp	4745	debug_message	(via executeCommandStatus L_DEBUG)	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	_("command 'transition': unknown argument")	names the command and a generic fault class ('unknown argument', 'malformed command'); the offending token is visible only through the companion 'Could not execute: <commandline>' line, and no consequence or action is stated
F58-A194	A	command	src/interfaceModule/app_command_eval.cpp	139	std::cout	(console)	(console)	ERR	Y	P	N	-	-	-	-	mArg << " is a reservedVar so you can't define it" << std::endl	'<name> is a reservedVar so you can't define it' goes to std::cout ONLY - never to any log file, so a script author has no record of it
F58-A195	A	command	src/interfaceModule/app_command_eval.cpp	213	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ACT	-	-	-	Y	N	N	N	"Not possible to operate with undefined variable so define to null from ops"	'...so define to null from ops' - the CONTENT IS WRONG: the call that follows is define(mArg, mValue) [ :214 ], which sets the variable to mValue when mValue parses as a number [ :146-152 ] and only to 0 when it does not. The record states a decision the code did not take
F58-A196	A	command	src/interfaceModule/app_command_eval.cpp	259	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"Not variable available"	'Not variable available' [sic]
F58-A197	A	command	src/interfaceModule/app_command_eval.cpp	264	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	var_it->first + " => " + var_it->second.first	variable dump
F58-A198	A	command	src/interfaceModule/app_command_eval.cpp	342	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ACT	-	-	-	Y	Y	N	N	"Unknown reserved variable " + var +". Default 0.0 is returned."	'Unknown reserved variable <v>. Default 0.0 is returned.' - cause and content present, override absent, and the valid values ARE enumerable: m_reservedVar holds 24 names [ :37-64 ] and not one is printed
F58-A199	A	command	src/interfaceModule/app_command_eval.cpp	368	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ACT	-	-	-	Y	Y	N	N	"No setter with reserved variable " + var +". Do nothing."	'No setter with reserved variable <v>. Do nothing.' - the read-only reserved variables are enumerable and not enumerated
F58-A200	A	command	src/interfaceModule/app_command_eval.cpp	372	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ACT	-	-	-	Y	Y	N	N	"Unknown reserved variable " + var +". Do nothing."	same as :342 on the write side
F58-A201	A	command	src/interfaceModule/app_command_init.cpp	29	clog	LOG_TYPE::L_DEBUG	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	source + " is no longer used in software"	'<token> is no longer used in software' names the dead token but not its replacement, and it RETURNS EARLY [ :374-375 ] so the obsolete token is the one case that gets no suggestion at all
F58-A202	A	command	src/interfaceModule/app_command_init.cpp	385	clog	LOG_TYPE::L_DEBUG	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	P	helpMsg	'<token> is unknown. Did you mean <x> ?' - one nearest-neighbour guess with NO distance threshold (minDistance starts at 99999 and is never bounded [ :371-383 ]), so an arbitrary token still receives a confident suggestion. A guess is not an enumeration
F58-A203	A	script	src/scriptModule/script.cpp	49	clog	LOG_TYPE::L_DEBUG	LOG_FILE::SCRIPT	TRACE	-	-	-	-	-	-	-	"Token script : " + path + " : " + elmt	token/print dump
F58-A204	A	script	src/scriptModule/script.cpp	70	clog	LOG_TYPE::L_DEBUG	LOG_FILE::SCRIPT	TRACE	-	-	-	-	-	-	-	"Printing script: --BEGIN"	token/print dump
F58-A205	A	script	src/scriptModule/script.cpp	72	clog	LOG_TYPE::L_DEBUG	LOG_FILE::SCRIPT	TRACE	-	-	-	-	-	-	-	" " + pMove->getToken()	token/print dump
F58-A206	A	script	src/scriptModule/script.cpp	75	clog	LOG_TYPE::L_DEBUG	LOG_FILE::SCRIPT	TRACE	-	-	-	-	-	-	-	"Printing script: --END"	token/print dump
F58-A207	A	script	src/scriptModule/script.cpp	104	clog	LOG_TYPE::L_ERROR	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	"Unable to open script: " + script_file	'Unable to open script: <file>' - no reason (missing? unreadable?), no consequence, no action
F58-A208	A	script	src/scriptModule/script.cpp	174	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"End of script"	
F58-A209	A	script	src/scriptModule/script.cpp	183	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ERR	P	N	N	-	-	-	-	"End of script detected but not at end of the execution stack"	'End of script detected but not at end of the execution stack' - an internal-state complaint in the user's channel
F58-A210	A	script	src/scriptModule/script_mgr.cpp	65	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"ScriptMgr: load "+ fullFileName	the same line written twice, to two sinks
F58-A211	A	script	src/scriptModule/script_mgr.cpp	66	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"ScriptMgr: load "+ fullFileName	the same line written twice, to two sinks
F58-A212	A	script	src/scriptModule/script_mgr.cpp	111	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"ScriptMgr: script end"	
F58-A213	A	script	src/scriptModule/script_mgr.cpp	134	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"ScriptMgr::script action pause"	
F58-A214	A	script	src/scriptModule/script_mgr.cpp	145	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"ScriptMgr::script action resume"	
F58-A215	A	script	src/scriptModule/script_mgr.cpp	200	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ERR	Y	P	N	-	-	-	-	"ScriptMgr::Already recording script"	'Already recording script'
F58-A216	A	script	src/scriptModule/script_mgr.cpp	203	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"ScriptMgr::Script recording stopped."	
F58-A217	A	script	src/scriptModule/script_mgr.cpp	233	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"ScriptMgr::Now recording actions to file: " + script_filename	
F58-A218	A	script	src/scriptModule/script_mgr.cpp	235	clog	LOG_TYPE::L_ERROR	LOG_FILE::SCRIPT	ERR	Y	N	N	-	-	-	-	"ScriptMgr::Error opening script file for writing: " + script_filename	'Error opening script file for writing: <file>' - no reason, no action
F58-A219	A	script	src/scriptModule/script_mgr.cpp	254	clog	LOG_TYPE::L_DEBUG	LOG_FILE::SCRIPT	TRACE	-	-	-	-	-	-	-	"RECORD: " + commandline	
F58-A220	A	script	src/scriptModule/script_mgr.cpp	263	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"ScriptMgr::Script recording stopped."	
F58-A221	A	script	src/scriptModule/script_mgr.cpp	278	clog	LOG_TYPE::L_WARNING	LOG_FILE::SCRIPT	ERR	Y	N	P	-	-	-	N	"ScriptMgr::acquireGlobalLock - Can't simultaneously acquire more than 255 locks - one script is leaking a lock !"	'one script is leaking a lock !' names the cause but gives the reader no way to find WHICH script or lock
F58-A222	A	script	src/scriptModule/script_mgr.cpp	360	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	P	N	N	-	-	-	-	"ScriptMgr::Unable to read script directory"	'Unable to read script directory' - the directory is not named, and it is configurable
F58-A223	A	tcp	src/tools/io.cpp	370	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	P	N	N	N	"ServerSocket data setOutput too big"	'ServerSocket data setOutput too big' - the next statement is data.resize(MAX_BUFFER) [ :372 ]: the answer is SILENTLY TRUNCATED and the record never says so, never gives the size or the limit, and the truncated answer still goes out to the client as if whole
F58-A224	A	tcp	src/tools/io.cpp	560	printf	(console)	(console)	TRACE	-	-	-	-	-	-	-	"%s\n", string.c_str()	ungated printf on stdout for EVERY HTTP request (marked //Debug in source but compiled in): the request line, url, file, path, parameters and command
F58-A225	A	tcp	src/tools/io.cpp	563	printf	(console)	(console)	TRACE	-	-	-	-	-	-	-	"URL : \"%s\"\n", url.c_str()	ungated printf on stdout for EVERY HTTP request (marked //Debug in source but compiled in): the request line, url, file, path, parameters and command
F58-A226	A	tcp	src/tools/io.cpp	566	printf	(console)	(console)	TRACE	-	-	-	-	-	-	-	"FILE : \"%s\"\n", urlFile.c_str()	ungated printf on stdout for EVERY HTTP request (marked //Debug in source but compiled in): the request line, url, file, path, parameters and command
F58-A227	A	tcp	src/tools/io.cpp	571	printf	(console)	(console)	TRACE	-	-	-	-	-	-	-	"\"FILE PATH : %s\"\n", filename.c_str()	ungated printf on stdout for EVERY HTTP request (marked //Debug in source but compiled in): the request line, url, file, path, parameters and command
F58-A228	A	tcp	src/tools/io.cpp	575	printf	(console)	(console)	TRACE	-	-	-	-	-	-	-	"PARAM : \"%s\"\n", urlParam.c_str()	ungated printf on stdout for EVERY HTTP request (marked //Debug in source but compiled in): the request line, url, file, path, parameters and command
F58-A229	A	tcp	src/tools/io.cpp	583	printf	(console)	(console)	TRACE	-	-	-	-	-	-	-	"COMMAND : \"%s\"\n", command.c_str()	ungated printf on stdout for EVERY HTTP request (marked //Debug in source but compiled in): the request line, url, file, path, parameters and command
F58-A230	A	tcp	src/tools/io.cpp	722	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	Y	Y	Y	-	-	-	Y	"TCP : nobody to answer \"" + out.data.substr(0, 60) + "\" to - the connection that asked is gone and no client " "subscribed to the feedback channel with $LOGON"	GOLD: names what could not be delivered, why nobody received it, and the exact action ($LOGON on the feedback channel)
F58-A231	A	intake	src/appModule/app.cpp	124	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Projection mode: " + projectionStr + " (type=" + std::to_string(Context::projectionType) + ")"	
F58-A232	A	intake	src/appModule/app.cpp	128	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Rear projection: " + rearProjectionStr + " (enabled=" + std::to_string(Context::rearProjection) + ")"	
F58-A233	A	intake	src/appModule/app.cpp	210	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Performance issue : Frame flush is enabled -- Only enable this if you suspect a bug in the synchronization mechanism."	an advisory about an EXPLICIT config choice: no error occurred and nothing was decided implicitly, so neither schema applies - listed so the boundary is visible
F58-A234	A	intake	src/appModule/app.cpp	265	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Initializing Vulkan..."	
F58-A235	A	intake	src/appModule/app.cpp	305	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	Y	N	P	Y	"shadow_resolution MUSTN'T exceed " + std::to_string(SHADOW_MAX_SIZE)	'shadow_resolution MUSTN'T exceed <max>' - the clamp at :304 sets shadowRes = SHADOW_MAX_SIZE and the record NEVER SAYS WHAT IT USED. The sibling three lines below does say it
F58-A236	A	intake	src/appModule/app.cpp	308	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	P	Y	"shadow_resolution MUST be a multiple of " + std::to_string(SHADOW_LOCAL_SIZE) + " - fallback to shadow_resolution of " + std::to_string(context.shadowRes)	'...MUST be a multiple of <n> - fallback to shadow_resolution of <v>' - cause, content and the value's shape all present; the override is implied (set a conforming value) but the key's file/section is not named
F58-A237	A	intake	src/appModule/app.cpp	475	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Finalizing Vulkan initialization..."	
F58-A238	A	intake	src/appModule/app.cpp	513	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Vulkan initialization completed"	
F58-A239	A	intake	src/appModule/app.cpp	654	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Read daykeymode as <" + DayKeyMode + ">"	
F58-A240	A	intake	src/appModule/app.cpp	731	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"buffer TCP size " + std::to_string(buffer_in_size)	
F58-A241	A	intake	src/appModule/app.cpp	741	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"buffer MKFIFO size "+ std::to_string(buffer_in_size)	
F58-A242	A	intake	src/appModule/app.cpp	745	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	CallSystem::getRamInfo()	
F58-A243	A	intake	src/appModule/app.cpp	747	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"End of loading SC"	
F58-A244	A	intake	src/appModule/app.cpp	748	clog	LOG_TYPE::L_INFO	LOG_FILE::SCRIPT	INFO	-	-	-	-	-	-	-	"End of loading SC"	
F58-A245	A	intake	src/appModule/app.cpp	761	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"get mkfifo: " + out	the TCP/mkfifo intake echo. App::updateFromSharedData DISCARDS executeCommand's return [ :762, :771 ], so no refusal ever travels back to the client that sent the command
F58-A246	A	intake	src/appModule/app.cpp	770	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"get tcp : " + out	the TCP/mkfifo intake echo. App::updateFromSharedData DISCARDS executeCommand's return [ :762, :771 ], so no refusal ever travels back to the client that sent the command
F58-A247	A	intake	src/appModule/app.cpp	927	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Application locale is " + Translator::globalTranslator.getLocaleName()	
F58-A248	A	intake	src/appModule/app.cpp	935	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Saving configuration file " + confFile + " ..."	
F58-A249	A	intake	src/appModule/mkfifo.cpp	70	clog	LOG_TYPE::L_INFO	LOG_FILE::TCP	INFO	-	-	-	-	-	-	-	"Thread MKFIFO, buffer_in_size is "+std::to_string(buffer_size)	
F58-A250	A	intake	src/appModule/mkfifo.cpp	76	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Pipe named " + filename	
F58-A251	A	intake	src/appModule/mkfifo.cpp	80	clog	LOG_TYPE::L_ERROR	LOG_FILE::TCP	ERR	P	N	N	-	-	-	-	"Error creating MkFifo pipe thread in_thread "+std::to_string(errno)	reports a bare numeric errno instead of strerror(errno): the reader must look up an integer to learn what failed - a self-containment failure of the most mechanical kind
F58-A252	A	intake	src/appModule/mkfifo.cpp	83	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Creating Mkfifo pipe successfull"	
F58-A253	A	intake	src/appModule/mkfifo.cpp	87	clog	LOG_TYPE::L_ERROR	LOG_FILE::TCP	ERR	P	N	N	-	-	-	-	"Unable to open named mkfifo pipe, error code is "+std::to_string(errno)	reports a bare numeric errno instead of strerror(errno): the reader must look up an integer to learn what failed - a self-containment failure of the most mechanical kind
F58-A254	A	intake	src/appModule/mkfifo.cpp	95	clog	LOG_TYPE::L_ERROR	LOG_FILE::TCP	ERR	P	N	N	-	-	-	-	"Mkfifo read() error "+std::to_string(errno)	reports a bare numeric errno instead of strerror(errno): the reader must look up an integer to learn what failed - a self-containment failure of the most mechanical kind
F58-A255	A	intake	src/appModule/mkfifo.cpp	106	clog	LOG_TYPE::L_INFO	LOG_FILE::TCP	INFO	-	-	-	-	-	-	-	"Closing Mkfifo pipe thread"	
F58-A256	A	intake	src/appModule/mkfifo.cpp	113	clog	LOG_TYPE::L_ERROR	LOG_FILE::TCP	ERR	Y	N	N	-	-	-	-	"Mkfifo is not implemented on windows"	platform limitation
F58-A257	A	intake	src/appModule/mkfifo.cpp	128	clog	LOG_TYPE::L_INFO	LOG_FILE::TCP	INFO	-	-	-	-	-	-	-	"Mkfifo : I get " + output	
F58-B258	B	ssystem	src/bodyModule/solarsystem.cpp	96	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"Adding Moon to Earth binary orbit."	
F58-B259	B	ssystem	src/bodyModule/solarsystem.cpp	99	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	englishName + " body could not be added to Earth orbit."	'<body> body could not be added to Earth orbit.' - no reason, no consequence, no action
F58-B260	B	ssystem	src/bodyModule/solarsystem.cpp	102	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	Y	Y	N	-	-	-	-	englishName + " body could not be added to Earth orbit calculation, position may be inacurate"	'...position may be inacurate' [sic] - one of the few loader records that states a consequence
F58-B261	B	ssystem	src/bodyModule/ssystem_factory.cpp	69	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	P	Y	N	-	-	-	-	"SolarSystem: no default objMgr loaded, system aborded"	'no default objMgr loaded, system aborded' [sic]
F58-B262	B	ssystem	src/bodyModule/ssystem_factory.cpp	276	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	Y	N	N	-	-	-	-	"Warning: No name found for planet '" + planetName + "' in " + planetfile	'Warning: No name found for planet <x> in <file>' - the 'Warning:' prefix duplicates the level tag the log already writes
F58-B263	B	ssystem	src/bodyModule/ssystem_factory.cpp	371	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	Y	Y	"Composed system file " + composedPath + " wins over " + (filename.empty() ? "the built-in " + name + " system content" : "the legacy file " + filename) + " (shadowed, NOT read). To fall back, rename or remove " + composedPath + "."	GOLD: which file won, over what, that the loser was NOT read, and how to fall back
F58-B264	B	ssystem	src/bodyModule/ssystem_factory.cpp	422	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	Y	Y	N	-	-	-	-	"Can't create the modularSystem directory (" + ec.message() + ") - composed twin of " + legacyFile + " not generated."	names the errc message and what was not generated; no action
F58-B265	B	ssystem	src/bodyModule/ssystem_factory.cpp	520	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	ACT	-	-	-	Y	Y	Y	Y	std::string("config.ini [viewing] ") + configKey + " = " + configured + " is IGNORED for '" + bodyName + "': that body is declared by " + source + ", and a modular system file owns the display scaling of the bodies it " "declares (config.ini owns it for the legacy format only). '" + bodyName + "' is drawn at display_scale = " + authored + ". To change it, set display_scale in " "its section of " + source + "; to give the value back to config.ini, remove or rename " "that file so the legacy system file is read again."	GOLD: the config key that was ignored, why, the value actually in force, and BOTH ways to take control back
F58-B266	B	ssystem	src/bodyModule/ssystem_factory.cpp	551	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	BOTH	Y	Y	N	Y	Y	N	-	"B5 §6.9 pilot: flag_experimental_oort is set, but there is no " "\"Solar\" modular system node to attach the cloud to - the experimental oort " "was NOT instantiated (the old oort cloud is unaffected)."	states cause, content and consequence (the old cloud is unaffected); no action - the reader is not told how to get a Solar node
F58-B267	B	ssystem	src/bodyModule/ssystem_factory.cpp	598	clog	LOG_TYPE::L_INFO	LOG_FILE::INTERNAL	INFO	-	-	-	-	-	-	-	"B5 §6.9 pilot: experimental oort modular body instantiated at the " "SolarSystem floor (" + std::to_string(nbr) + " points)."	
F58-B268	B	ssystem	src/bodyModule/ssystem_factory.cpp	645	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	Y	Y	Y	-	-	-	Y	"Ignoring line without '=' in " + dir + name + ": '" + key + "' - a key/value line needs 'key = value'; write '#' first " "to make it a comment."	GOLD: the offending line, that it is ignored, the required form, and the comment escape
F58-B269	B	ssystem	src/bodyModule/ssystem_factory.cpp	696	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	"Params :\n"	parameter dump on stdout
F58-B270	B	ssystem	src/bodyModule/ssystem_factory.cpp	698	std::cout	(console)	(console)	TRACE	-	-	-	-	-	-	-	p.first << " : " << p.second << '\n'	parameter dump on stdout
F58-B271	B	ssystem	src/bodyModule/ssystem_factory.cpp	708	clog	LOG_TYPE::L_WARNING	LOG_FILE::INTERNAL	ERR	Y	Y	Y	-	-	-	Y	"galactic.ini: skipping " + label + " - " + why + ". A star system needs name, x, y and z (galactic coordinates in " "light years); the section is ignored and the rest of the file is " "loaded normally."	GOLD: which section, why, that the rest of the file still loads, and the required keys WITH their units
F58-B272	B	ssystem	src/bodyModule/ssystem_factory.cpp	953	clog	LOG_TYPE::L_ERROR	LOG_FILE::INTERNAL	ERR	Y	P	Y	-	-	-	Y	"Cannot reload the system '" + system->getEnglishName() + "': it was not loaded from a data file (it is a container level of the " "hierarchy, not a system description). Move the observer into a system " "loaded from a file (e.g. 'set home_planet Earth') and reload from there."	GOLD (INTERNAL channel)
