srcclass	src	home	target	tgtclass	pos	context
LIVE-ENTRY	5.5	INTENT/5.5.md	B27	LIVE-B	2382	 F1), **which is §5.98's own site — the two rows name the same code** — or is `type`-keyed rather than name-keyed (A8/A9 under `compose = deduced`; `type = BODY` on composed nodes), both SUSPENDED on B27 as user-visible semantics. **CLOSE-CANDIDATE proposed to the supervisor**: closing asks whether the old-path survivors belong to this row or retire with old — a semantic call, therefore not taken.  *
LIVE-ENTRY	5.5	INTENT/5.5.md	B4	LIVE-B	2811	supervisor at F47 acceptance [fable].** The scope question the proposal held open is answered by EXISTING convention, not by a new call: old-path-only members retire with the old path (the session-12 B4-row precedent — "old-path dead code, retire-with-old class"; reachability is the mint criterion, §5.79). Every survivor keeps a NAMED home that predates this closure: `observer.cpp` `isEarth()`/`isSu
LIVE-ENTRY	5.5	INTENT/5.5.md	B5	LIVE-B	3064	ld class"; reachability is the mint criterion, §5.79). Every survivor keeps a NAMED home that predates this closure: `observer.cpp` `isEarth()`/`isSun()` → **S8** · `inGalaxyModule.cpp` `=="Sun"` → **B5** · `setSelectedBodyName`/F1 → **§5.98** (same site, still OPEN there) · A8/A9 `type`-keyed → **B27** (suspended, user-visible semantics). Nothing becomes homeless; this row's own mechanism — NEW-pat
LIVE-ENTRY	5.5	INTENT/5.5.md	A8	CLOSED-PTR	3140	a NAMED home that predates this closure: `observer.cpp` `isEarth()`/`isSun()` → **S8** · `inGalaxyModule.cpp` `=="Sun"` → **B5** · `setSelectedBodyName`/F1 → **§5.98** (same site, still OPEN there) · A8/A9 `type`-keyed → **B27** (suspended, user-visible semantics). Nothing becomes homeless; this row's own mechanism — NEW-path hardcoding on `englishName` — is measured RETIRED at source, per the super
LIVE-ENTRY	5.5	INTENT/5.5.md	A9	CLOSED-PTR	3143	AMED home that predates this closure: `observer.cpp` `isEarth()`/`isSun()` → **S8** · `inGalaxyModule.cpp` `=="Sun"` → **B5** · `setSelectedBodyName`/F1 → **§5.98** (same site, still OPEN there) · A8/A9 `type`-keyed → **B27** (suspended, user-visible semantics). Nothing becomes homeless; this row's own mechanism — NEW-path hardcoding on `englishName` — is measured RETIRED at source, per the superses
LIVE-ENTRY	5.5	INTENT/5.5.md	B27	LIVE-B	3163	tes this closure: `observer.cpp` `isEarth()`/`isSun()` → **S8** · `inGalaxyModule.cpp` `=="Sun"` → **B5** · `setSelectedBodyName`/F1 → **§5.98** (same site, still OPEN there) · A8/A9 `type`-keyed → **B27** (suspended, user-visible semantics). Nothing becomes homeless; this row's own mechanism — NEW-path hardcoding on `englishName` — is measured RETIRED at source, per the supersession block above. Reo
ARCHIVE-ENTRY	5.28	INTENT/archive/5.28.md	B14	LIVE-B	170	# 5.28 — archived 2026-07-31 (INTENT.md archival pass1)  *Moved verbatim from INTENT.md (§5 entry; closed, read by no open row/decision). This file is the entry.*  28. **B14 `rot_pole_w0` conversion targets an axis 90° from the texture convention — the IAU meridian lands on u 0.75 (mesh x̂) while the shipped convention is u 0.5 (image centre); Iapetus/Amalthea/Proteus re
ARCHIVE-ENTRY	5.28	INTENT/archive/5.28.md	A33	CLOSED-PTR	856	ame axis the conversion targets.** — ~~**OPEN (found 2026-07-24, §11.101(b); fix belongs in the conversion = ONE authority, code layer, NOT the 20 bodies' data; changes shipped-body output ⇒ gated on A33)**~~ **UNBLOCKED — DECIDED [vixy 2026-07-26, D22 → §11.113(a); A33 CLOSED]: fix in the CONVERSION, ratified.** Derived sub-answers, veto point each: (i) `u = 0.5` (image centre) IS the intended conve
ARCHIVE-ENTRY	5.28	INTENT/archive/5.28.md	A33	CLOSED-PTR	923	1.101(b); fix belongs in the conversion = ONE authority, code layer, NOT the 20 bodies' data; changes shipped-body output ⇒ gated on A33)**~~ **UNBLOCKED — DECIDED [vixy 2026-07-26, D22 → §11.113(a); A33 CLOSED]: fix in the CONVERSION, ratified.** Derived sub-answers, veto point each: (i) `u = 0.5` (image centre) IS the intended convention — the texture set is NOT re-registered to IAU; (ii) the `+π/2
ARCHIVE-ENTRY	5.28	INTENT/archive/5.28.md	A33	CLOSED-PTR	3004	sed on 2026-08-04 by a live mint (`Translator::getAvailableLanguagesCodes` UB — `INTENT/5.28.md`, live register row 28). Citations dated 2026-08-04 or later mean the live row; this row stays decision A33's referent. Neither renumbered.]** 
ARCHIVE-ENTRY	5.29	INTENT/archive/5.29.md	B3	LIVE-B	1971	hoever closes it must carry the same depth write into `bodyRayMarchNight.frag`, or Earth swaps "no depth" for "shell depth". Found 2026-07-24, §11.101(c); it was the measured-defect justification for B3/D1(b), which now rests on a measured before/after instead.)** 
ARCHIVE-ENTRY	5.31	INTENT/archive/5.31.md	B19	ARCHIVED	432	 sweep (`ModularSystem.cpp:511-530`) lacks the `if (!body) continue;` gate its TRACE sibling has (`:492`), and `hide()` never deregisters from `sortedSystemBodies` (`removeBody` is destruction-only). B19's own tick opened the channel by making `distance` non-zero (corrections-are-error-candidates). The TRAIL half was later ratified deliberately (§11.56); the ORBIT half never was.** — ~~**OPEN (found 
ARCHIVE-ENTRY	5.31	INTENT/archive/5.31.md	A34	CLOSED-PTR	787	; the ORBIT half never was.** — ~~**OPEN (found 2026-07-24, §11.101(e); §11.54(i)'s boundary claim was false at source and false when written; old-path comparison is the discriminator per §11.52(b) ⇒ A34)**~~ **ANSWERED AND WIDENED [vixy 2026-07-26, D23 → §11.113(b); A34 CLOSED] — the row's question was one instance of a semantic the answer settles engine-wide**: *"hidden body should behave as if the
ARCHIVE-ENTRY	5.31	INTENT/archive/5.31.md	A34	CLOSED-PTR	855	e); §11.54(i)'s boundary claim was false at source and false when written; old-path comparison is the discriminator per §11.52(b) ⇒ A34)**~~ **ANSWERED AND WIDENED [vixy 2026-07-26, D23 → §11.113(b); A34 CLOSED] — the row's question was one instance of a semantic the answer settles engine-wide**: *"hidden body should behave as if they didn't exist while hidden, and behave as if they never were hidden
ARCHIVE-ENTRY	5.31	INTENT/archive/5.31.md	B19	ARCHIVED	1588	ts/labels, axis, grid, pointer, shadows, occlusion, click-pick) — **this supersedes the HIDDEN half of §11.56**, whose tester-ratified rule governs the display-FLAG gate and is untouched there; (iii) B19's tick retires for hidden bodies into the §11.76 use-site barrier (the mechanism B32/§11.93 already proved; `b19_hidden_tick.py` reads through a use channel ⇒ stays green and discriminating, re-verif
ARCHIVE-ENTRY	5.31	INTENT/archive/5.31.md	B32	ARCHIVED	1673	he HIDDEN half of §11.56**, whose tester-ratified rule governs the display-FLAG gate and is untouched there; (iii) B19's tick retires for hidden bodies into the §11.76 use-site barrier (the mechanism B32/§11.93 already proved; `b19_hidden_tick.py` reads through a use channel ⇒ stays green and discriminating, re-verify rather than inherit); (iv) unhide IS a use — computable state reconstructs, accumul
ARCHIVE-ENTRY	5.31	INTENT/archive/5.31.md	B39	LIVE-B	2535	 body from the RENDERED universe only, never from the command/structural surface (name lookup, reference/anchor role, selection-by-name), and *being the reference is itself a use*. Implementation → **B39**. — **CLOSED 2026-07-30 by B39 (§11.117): the root the row itself named is fixed (`hide()` now takes the parked subtree OUT of `sortedSystemBodies`, so the line sweep — and nine other contributions 
ARCHIVE-ENTRY	5.31	INTENT/archive/5.31.md	B39	LIVE-B	2567	 only, never from the command/structural surface (name lookup, reference/anchor role, selection-by-name), and *being the reference is itself a use*. Implementation → **B39**. — **CLOSED 2026-07-30 by B39 (§11.117): the root the row itself named is fixed (`hide()` now takes the parked subtree OUT of `sortedSystemBodies`, so the line sweep — and nine other contributions — never reach a hidden body), me
ARCHIVE-ENTRY	5.37	INTENT/archive/5.37.md	A39	CLOSED-PTR	1572	 of 66 recorded applogs contains a `Params :` block. — ~~**OPEN, FIX SUSPENDED (found 2026-07-25, §11.109(a)): … ⇒ DECISIONS_PENDING D29**~~ **OPEN, FIX AUTHORISED [vixy 2026-07-26, D29 → §11.113(h); A39 CLOSED]: option (1) — repair path AND parse in ONE commit, the parse first inside it.** The 17 systems light up (empty on this install; a delivery with content arrives populated), and the answer adds
ARCHIVE-ENTRY	5.37	INTENT/archive/5.37.md	B40	ARCHIVED	2183	uppression — plain (1) stands, the ghost anchors are accepted as benign and are what makes the 0-byte corpora noticeable. §5.38 still rides on it and is fixed WITH it, never after. Implementation → **B40**. — **FIXED 2026-07-30 (§11.115, code `2e54be6f`, ONE commit with §5.38/§5.39): `loadGalacticSystem` owns the directory/file join once (the separator belongs to the join, not to the caller), so `cor
ARCHIVE-ENTRY	5.38	INTENT/archive/5.38.md	B40	ARCHIVED	1732	-either-way) ⇒ zero behavioural change there; a field file with `radius  = 100` starts working, which is the author's intent. Re-measure those seven before/after rather than inheriting the claim. → **B40**. — **FIXED 2026-07-30 (§11.115(c), code `2e54be6f`, same commit as §5.37, parse first inside it): the seven were re-measured, not inherited, and the fix was shown able to FAIL — a staging binary wi
ARCHIVE-ENTRY	5.39	INTENT/archive/5.39.md	B40	ARCHIVED	2299	e frozen-data-tightening dilemma survives: nothing rewrites legacy, and the tightening's blast radius on shipped data is measured zero (six inert + `[Sedna]` dropped either way). Implementation rides B40 with §5.37/§5.38 — one parse authority, the loader's rules, used by both.]** — **FIXED 2026-07-30 (§11.115(b)(d), code `2e54be6f`): the authority is `src/tools/ini_line.hpp`, used by FOUR readers (th
ARCHIVE-ENTRY	5.45	INTENT/archive/5.45.md	B40	ARCHIVED	1387	corpus is well-formed (18 sections, all three keys each), so nothing is broken today; a paid galactic delivery with one malformed section refuses to start the product. — ~~**OPEN (found 2026-07-30 by B40, §11.115(i); NOT fixed there: the task's boundary is record-don't-fix, and "skip vs refuse" on paid data is a user-visible semantic. The shape is barely a choice, though — the same function's own anc
